data,turno,pessoas_planejadas,pessoas_presentes,horas_regulares_disponiveis,horas_ausencia,horas_extras,minutos_atividades_indiretas,sabado_extra
2025-02-19,TARDE,2,2,13.5,0.0,0.0,90,false
2025-02-20,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-02-20,TARDE,2,2,13.5,0.0,0.0,90,false
2025-02-21,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-02-21,TARDE,2,2,13.5,0.0,0.0,90,false
2025-02-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-02-24,TARDE,2,2,13.5,0.0,0.0,90,false
2025-02-25,MANHÃ,2,2,13.5,0.0,4.76,90,false
2025-02-25,TARDE,2,2,13.5,0.0,0.0,90,false
2025-02-26,MANHÃ,2,2,13.5,0.0,3.04,90,false
2025-02-26,TARDE,2,2,13.5,0.0,0.0,90,false
2025-02-27,MANHÃ,2,2,13.5,0.0,16.08,90,false
2025-02-27,TARDE,2,2,13.5,0.0,1.03,90,false
2025-02-28,MANHÃ,2,2,13.5,0.0,10.42,90,false
2025-02-28,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-03,MANHÃ,2,2,13.5,0.0,6.73,90,false
2025-03-03,TARDE,2,2,13.5,0.0,0.33,90,false
2025-03-04,MANHÃ,2,2,13.5,0.0,1.62,90,false
2025-03-04,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-05,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-05,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-06,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-06,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-07,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-07,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-10,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-10,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-11,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-11,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-12,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-12,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-13,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-13,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-14,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-14,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-17,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-17,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-18,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-18,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-19,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-19,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-20,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-20,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-21,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-21,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-24,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-25,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-03-25,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-26,MANHÃ,2,2,13.5,0.0,1.26,90,false
2025-03-26,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-27,MANHÃ,2,2,13.5,0.0,7.52,90,false
2025-03-27,TARDE,2,2,13.5,0.0,0.85,90,false
2025-03-28,MANHÃ,2,2,13.5,0.0,6.24,90,false
2025-03-28,TARDE,2,2,13.5,0.0,0.0,90,false
2025-03-31,MANHÃ,2,2,13.5,0.0,14.4,90,false
2025-03-31,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-01,MANHÃ,2,2,13.5,0.0,10.33,90,false
2025-04-01,TARDE,2,2,13.5,0.0,0.69,90,false
2025-04-02,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-02,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-03,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-03,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-04,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-04,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-07,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-07,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-08,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-08,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-09,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-09,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-10,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-10,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-11,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-11,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-14,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-14,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-15,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-15,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-16,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-16,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-17,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-17,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-18,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-18,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-21,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-21,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-22,MANHÃ,2,2,13.5,0.0,0.37,90,false
2025-04-22,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-23,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-23,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-24,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-25,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-04-25,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-28,MANHÃ,2,2,13.5,0.0,9.24,90,false
2025-04-28,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-29,MANHÃ,2,2,13.5,0.0,17.71,90,false
2025-04-29,TARDE,2,2,13.5,0.0,0.0,90,false
2025-04-30,MANHÃ,2,2,13.5,0.0,14.58,90,false
2025-04-30,TARDE,2,2,13.5,0.0,1.08,90,false
2025-05-01,MANHÃ,2,2,13.5,0.0,5.63,90,false
2025-05-01,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-02,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-02,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-05,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-05,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-06,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-06,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-07,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-07,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-08,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-08,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-09,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-09,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-12,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-12,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-13,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-13,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-14,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-14,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-15,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-15,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-16,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-16,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-19,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-19,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-20,MANHÃ,2,2,13.5,0.0,0.27,90,false
2025-05-20,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-21,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-21,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-22,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-22,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-23,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-23,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-26,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-26,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-27,MANHÃ,2,2,13.5,0.0,2.32,90,false
2025-05-27,TARDE,2,2,13.5,0.0,1.48,90,false
2025-05-28,MANHÃ,2,2,13.5,0.0,8.82,90,false
2025-05-28,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-29,MANHÃ,2,2,13.5,0.0,0.15,90,false
2025-05-29,TARDE,2,2,13.5,0.0,0.0,90,false
2025-05-30,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-05-30,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-02,MANHÃ,2,2,13.5,0.0,4.52,90,false
2025-06-02,TARDE,2,2,13.5,0.0,0.15,90,false
2025-06-03,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-03,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-04,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-04,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-05,MANHÃ,2,2,13.5,0.0,0.36,90,false
2025-06-05,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-06,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-06,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-09,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-09,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-10,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-10,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-11,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-11,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-12,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-12,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-13,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-13,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-16,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-16,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-17,MANHÃ,2,2,13.5,0.0,4.9,90,false
2025-06-17,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-18,MANHÃ,2,2,13.5,0.0,4.49,90,false
2025-06-18,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-19,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-19,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-20,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-20,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-23,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-23,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-24,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-25,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-25,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-26,MANHÃ,2,2,13.5,0.0,6.64,90,false
2025-06-26,TARDE,2,2,13.5,0.0,5.17,90,false
2025-06-27,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-27,TARDE,2,2,13.5,0.0,0.0,90,false
2025-06-30,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-06-30,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-01,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-01,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-02,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-02,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-03,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-03,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-04,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-04,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-07,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-07,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-08,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-08,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-09,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-09,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-10,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-10,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-11,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-11,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-14,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-14,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-15,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-15,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-16,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-16,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-17,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-17,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-18,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-18,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-21,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-21,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-22,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-22,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-23,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-23,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-24,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-25,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-25,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-28,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-28,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-29,MANHÃ,2,2,13.5,0.0,0.33,90,false
2025-07-29,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-30,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-07-30,TARDE,2,2,13.5,0.0,0.0,90,false
2025-07-31,MANHÃ,2,2,13.5,0.0,10.6,90,false
2025-07-31,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-01,MANHÃ,2,2,13.5,0.0,9.16,90,false
2025-08-01,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-04,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-04,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-05,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-05,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-06,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-06,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-07,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-07,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-08,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-08,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-11,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-11,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-12,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-12,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-13,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-13,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-14,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-14,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-15,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-15,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-18,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-18,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-19,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-19,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-20,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-20,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-21,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-21,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-22,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-22,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-25,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-08-25,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-26,MANHÃ,2,2,13.5,0.0,3.7,90,false
2025-08-26,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-27,MANHÃ,2,2,13.5,0.0,10.28,90,false
2025-08-27,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-28,MANHÃ,2,2,13.5,0.0,9.13,90,false
2025-08-28,TARDE,2,2,13.5,0.0,0.0,90,false
2025-08-29,MANHÃ,2,2,13.5,0.0,12.19,90,false
2025-08-29,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-01,MANHÃ,2,2,13.5,0.0,6.8,90,false
2025-09-01,TARDE,2,2,13.5,0.0,0.11,90,false
2025-09-02,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-02,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-03,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-03,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-04,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-04,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-05,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-05,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-08,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-08,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-09,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-09,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-10,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-10,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-11,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-11,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-12,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-12,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-15,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-15,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-16,MANHÃ,2,2,13.5,0.0,1.28,90,false
2025-09-16,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-17,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-17,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-18,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-18,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-19,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-19,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-22,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-22,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-23,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-23,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-24,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-25,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-09-25,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-26,MANHÃ,2,2,13.5,0.0,1.1,90,false
2025-09-26,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-29,MANHÃ,2,2,13.5,0.0,10.1,90,false
2025-09-29,TARDE,2,2,13.5,0.0,0.0,90,false
2025-09-30,MANHÃ,2,2,13.5,0.0,12.14,90,false
2025-09-30,TARDE,2,2,13.5,0.0,0.27,90,false
2025-10-01,MANHÃ,2,2,13.5,0.0,2.23,90,false
2025-10-01,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-02,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-02,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-03,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-03,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-06,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-06,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-07,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-07,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-08,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-08,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-09,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-09,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-10,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-10,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-13,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-13,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-14,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-14,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-15,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-15,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-16,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-16,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-17,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-17,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-20,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-20,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-21,MANHÃ,2,2,13.5,0.0,0.44,90,false
